ward_id,ward_name_readme,udise2021_22_school_count,udise2021_22_student_count,udise2021_22_teacher_count,udise2021_22_classroom_count,udise2021_22_electricity_share,udise2021_22_library_share,udise2021_22_playground_share,udise2021_22_medical_checkup_share,udise2021_22_ramp_share,udise2021_22_internet_share,udise2021_22_computer_desktop_share,udise2021_22_boundary_wall_share,udise2021_22_government_school_share,udise2021_22_student_teacher_ratio,udise2021_22_data_available,udise2023_24_school_count,udise2023_24_student_count,udise2023_24_teacher_count,udise2023_24_classroom_count,udise2023_24_electricity_share,udise2023_24_drinking_water_share,udise2023_24_library_share,udise2023_24_playground_share,udise2023_24_medical_checkup_share,udise2023_24_ramp_share,udise2023_24_internet_share,udise2023_24_computer_desktop_share,udise2023_24_ict_lab_share,udise2023_24_boundary_wall_share,udise2023_24_government_school_share,udise2023_24_student_teacher_ratio,udise2023_24_data_available,udise2021_22_school_count_missing,udise2021_22_student_count_missing,udise2021_22_teacher_count_missing,udise2021_22_classroom_count_missing,udise2021_22_electricity_share_missing,udise2021_22_library_share_missing,udise2021_22_playground_share_missing,udise2021_22_medical_checkup_share_missing,udise2021_22_ramp_share_missing,udise2021_22_internet_share_missing,udise2021_22_computer_desktop_share_missing,udise2021_22_boundary_wall_share_missing,udise2021_22_government_school_share_missing,udise2021_22_student_teacher_ratio_missing,udise2023_24_school_count_missing,udise2023_24_student_count_missing,udise2023_24_teacher_count_missing,udise2023_24_classroom_count_missing,udise2023_24_electricity_share_missing,udise2023_24_drinking_water_share_missing,udise2023_24_library_share_missing,udise2023_24_playground_share_missing,udise2023_24_medical_checkup_share_missing,udise2023_24_ramp_share_missing,udise2023_24_internet_share_missing,udise2023_24_computer_desktop_share_missing,udise2023_24_ict_lab_share_missing,udise2023_24_boundary_wall_share_missing,udise2023_24_government_school_share_missing,udise2023_24_student_teacher_ratio_missing,udise_2021_2023_school_count_change,udise_2021_2023_school_count_pct_change,udise_2021_2023_student_count_change,udise_2021_2023_student_count_pct_change,udise_2021_2023_teacher_count_change,udise_2021_2023_teacher_count_pct_change,udise_2021_2023_classroom_count_change,udise_2021_2023_classroom_count_pct_change,udise_2021_2023_student_teacher_ratio_change,udise_2021_2023_student_teacher_ratio_pct_change,udise_2021_2023_internet_share_change,udise_2021_2023_internet_share_pct_change,udise_2021_2023_library_share_change,udise_2021_2023_library_share_pct_change,udise_2021_2023_playground_share_change,udise_2021_2023_playground_share_pct_change,udise_2021_2023_government_school_share_change,udise_2021_2023_government_school_share_pct_change,data_coverage_score,worldpop_status,geometry_status,worldpop_population_2015,worldpop_population_2018,worldpop_abs_growth_2015_2018,worldpop_pct_growth_2015_2018,worldpop_annualized_growth_2015_2018_pct,worldpop_data_status,worldpop_geometry_coverage_n,worldpop_geometry_coverage_total,census2011_population_verified,census2011_TOT_M,census2011_TOT_F,census2011_No_HH,census2011_P_06,census2011_P_SC,census2011_P_ST,census2011_P_LIT,census2011_P_ILL,census2011_TOT_WORK_P,census2011_MAINWORK_P,census2011_MARGWORK_P,census2011_NON_WORK_P,census2011_literacy_rate,census2011_work_participation_rate,census2011_non_worker_rate,census2011_sc_share,census2011_st_share,census2011_female_share,census2011_child_share,census2011_main_worker_share,census2011_marginal_worker_share,census2011_source_district,census2011_source_rows,census2011_sc_st_share,census2011_literacy_risk
62,Ziaguda,31.0,8583.0,460.0,319.0,1.064516129032258,1.096774193548387,1.3870967741935485,1.2580645161290325,1.3225806451612905,1.2580645161290325,0.8709677419354839,1.4516129032258065,0.2258064516129032,18.658695652173915,1,29.0,13914.0,463.0,419.0,1.137931034482759,2.931034482758621,1.103448275862069,1.3448275862068966,1.4137931034482758,1.4827586206896552,1.1724137931034482,4.965517241379311,8.482758620689655,1.4827586206896552,0.2413793103448276,30.05183585313175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-6.451612903225806,5331.0,62.11114994757077,3.0,0.6521739130434783,100.0,31.347962382445143,11.393140200957834,61.060753727608095,-0.0856507230255843,-6.808134394341314,0.0066740823136819,0.6085192697768828,-0.0422691879866519,-3.047313552526068,0.0155728587319244,6.896551724137952,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,21980.64,22526.85,546.2099999999991,2.4849594916253537,0.8215518722745729,observed_raster_aggregation,1,145,33674,17334,16340,7061,4554,7076,279,21257,12417,11958,9208,2750,21716,0.7299793956043956,0.3551107679515353,0.6448892320484647,0.2101324463978143,0.0082853239888341,0.4852408386292094,0.1352378689790342,0.2734453881332779,0.0816653798182574,536,1,0.21841777038664842,0.2700206043956044
63,Mangalhat,32.0,8585.0,385.0,356.0,1.03125,1.09375,1.46875,1.90625,1.5,1.40625,1.59375,1.5625,0.28125,22.2987012987013,1,31.0,17890.0,409.0,383.0,1.032258064516129,2.032258064516129,1.1935483870967742,1.5161290322580645,1.4838709677419355,1.4516129032258065,1.2903225806451613,4.032258064516129,8.290322580645162,1.7741935483870968,0.2903225806451613,43.74083129584352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-3.125,9305.0,108.38672102504368,24.0,6.233766233766234,27.0,7.584269662921349,21.44212999714222,96.15864937565236,-0.1159274193548387,-8.243727598566311,0.0997983870967742,9.124423963133644,0.0473790322580645,3.2258064516129026,0.0090725806451613,3.22580645161291,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,14995.92,15370.87,374.9500000000007,2.50034676098566,0.826597460584777,observed_raster_aggregation,1,145,37129,19065,18064,7263,5861,802,21,22527,14602,11336,8790,2546,25793,0.7204490213636945,0.3053139055724636,0.6946860944275365,0.0216003662905006,0.0005655956260604,0.4865199709122249,0.1578550459209782,0.2367421691938915,0.068571736378572,536,1,0.022165961916561,0.2795509786363055
64,Dattatreya Nagar,30.0,7769.0,334.0,244.0,1.1666666666666667,1.0,1.5333333333333334,1.9666666666666663,1.7333333333333334,1.4,1.5333333333333334,1.933333333333333,0.5666666666666667,23.260479041916167,1,30.0,15556.0,360.0,264.0,1.0333333333333334,2.333333333333333,1.0,1.6,1.2666666666666666,1.6666666666666667,1.3666666666666667,2.7666666666666666,7.433333333333334,1.3,0.5666666666666667,43.21111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7787.0,100.23169005019952,26.0,7.784431137724551,20.0,8.19672131147541,19.950632069194945,85.77051243546288,-0.0333333333333332,-2.3809523809523725,0.0,0.0,0.0666666666666666,4.347826086956521,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,12561.47,12890.11,328.64000000000124,2.616254307815894,0.8645881004218925,observed_raster_aggregation,1,145,42684,21766,20918,9207,5582,1503,172,27507,15177,14705,11495,3210,27979,0.7413886043879037,0.3445084809296223,0.6554915190703776,0.0352122575203823,0.004029612969731,0.4900665354699653,0.1307749976572017,0.2693046574828975,0.0752038234467247,536,1,0.039241870490113295,0.25861139561209634
65,Karwan,44.0,10188.0,397.0,396.0,1.0454545454545454,1.0454545454545454,1.3863636363636365,1.5227272727272727,1.4090909090909092,1.3636363636363635,1.0454545454545454,1.4090909090909092,0.3409090909090909,25.662468513853906,1,45.0,22179.0,476.0,512.0,1.022222222222222,2.422222222222222,1.1555555555555554,1.4,1.3111111111111111,1.4666666666666666,1.3111111111111111,3.111111111111111,7.844444444444444,1.7555555555555555,0.3777777777777777,46.59453781512605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.272727272727273,11991.0,117.69729093050648,79.0,19.899244332493705,116.0,29.29292929292929,20.932069301272147,81.56685819204007,-0.0525252525252524,-3.851851851851845,0.11010101010101,10.531400966183568,0.0136363636363634,0.9836065573770354,0.0368686868686868,10.814814814814804,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,28850.62,29560.52,709.9000000000015,2.46060569928827,0.8135650689140128,observed_raster_aggregation,1,145,42365,21824,20541,8887,5606,3119,227,28708,13657,14602,11234,3368,27763,0.7809788079109878,0.3446713088634486,0.6553286911365513,0.0736220937094299,0.0053581966245721,0.4848577835477399,0.1323262126755576,0.2651717219402809,0.0794995869231677,536,1,0.078980290334002,0.21902119208901216
66,Langar Houz,38.0,11607.0,496.0,522.0,1.0789473684210529,1.0789473684210529,1.263157894736842,1.4473684210526316,1.5789473684210529,1.1842105263157894,4.184210526315789,1.1842105263157894,0.1842105263157894,23.40120967741936,1,35.0,20001.0,524.0,529.0,1.0,1.2285714285714286,1.0285714285714285,1.4,1.2857142857142858,1.4857142857142858,1.1714285714285717,6.371428571428571,8.342857142857143,1.1714285714285717,0.2,38.16984732824427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,-7.894736842105263,8394.0,72.31842853450505,28.0,5.64516129032258,7.0,1.3409961685823757,14.768637650824914,63.110573574645954,-0.0127819548872176,-1.079365079365048,-0.0503759398496244,-4.6689895470383584,0.1368421052631578,10.833333333333332,0.0157894736842106,8.571428571428616,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,49789.18,50928.55,1139.3700000000026,2.2883887623776946,0.7570505361504498,observed_raster_aggregation,1,145,41452,20894,20558,8121,5553,639,24,29200,12252,13144,10622,2522,28308,0.8133931307278754,0.3170896458554472,0.6829103541445527,0.0154154202451027,0.0005789829200038,0.495947119559973,0.1339621731158931,0.256248190678375,0.0608414551770722,536,1,0.0159944031651065,0.18660686927212455
67,Golconda,57.0,17491.0,787.0,799.0,1.0350877192982455,1.0350877192982455,1.350877192982456,1.4210526315789471,1.7017543859649122,1.2105263157894737,3.982456140350877,1.1578947368421053,0.3508771929824561,22.224904701397712,1,57.0,42970.0,818.0,892.0,1.0,1.1403508771929824,1.0,1.4210526315789471,1.1228070175438596,1.6140350877192982,1.1929824561403508,10.070175438596491,7.7894736842105265,1.0701754385964912,0.3508771929824561,52.530562347188265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,25479.0,145.66920130352753,31.0,3.939008894536213,93.0,11.639549436795996,30.30565764579056,136.35899929813712,-0.0175438596491228,-1.449275362318845,-0.0350877192982455,-3.389830508474566,0.0701754385964912,5.194805194805195,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,30282.5,30994.13,711.630000000001,2.349971105423928,0.7772666152137564,observed_raster_aggregation,1,145,40688,21165,19523,8964,4480,3147,667,31220,9468,16231,13411,2820,24457,0.8622403888643394,0.3989136846244593,0.6010863153755407,0.0773446716476602,0.0163930397168698,0.4798220605583956,0.11010617381046,0.329605780574125,0.0693079040503342,536,1,0.09373771136452999,0.1377596111356606
68,Tolichowki,34.0,12195.0,588.0,625.0,1.0,1.0,1.1470588235294117,1.411764705882353,1.8235294117647056,1.0588235294117647,5.911764705882353,1.2058823529411764,0.0588235294117647,20.739795918367346,1,35.0,32028.0,737.0,650.0,1.0,1.2571428571428571,1.0,1.3142857142857145,1.2,1.7142857142857142,1.0571428571428572,9.314285714285717,9.0,1.0,0.0571428571428571,43.4572591587517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.941176470588235,19833.0,162.63222632226322,149.0,25.34013605442177,25.0,4.0,22.71746324038435,109.53561611599837,-0.0016806722689075,-0.1587301587301581,0.0,0.0,0.1672268907563028,14.578754578754603,-0.0016806722689075,-2.857142857142918,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,21126.55,21623.21,496.6599999999999,2.3508807637782785,0.7775651745259182,observed_raster_aggregation,1,145,60074,30664,29410,13613,7838,2532,285,42218,17856,21806,17585,4221,38268,0.8082165556321311,0.3629856510303959,0.6370143489696042,0.0421480174451509,0.0047441488830442,0.4895628724573027,0.1304724173519326,0.2927223091520458,0.07026334187835,536,1,0.046892166328195095,0.19178344436786887
69,Nanal Nagar,11.0,4436.0,205.0,186.0,1.0,1.0,1.4545454545454546,1.2727272727272727,1.9090909090909087,1.0909090909090908,3.5454545454545454,1.0,0.0909090909090909,21.639024390243904,1,22.0,13562.0,316.0,295.0,1.0,1.3636363636363635,1.0454545454545454,1.2727272727272727,1.0909090909090908,1.7727272727272727,1.1363636363636365,9.318181818181818,8.318181818181818,1.0454545454545454,0.1363636363636363,42.91772151898734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,100.0,9126.0,205.7258791704238,111.0,54.14634146341464,109.0,58.602150537634415,21.27869712874344,98.33482667701544,0.0454545454545456,4.166666666666684,0.0454545454545454,4.545454545454541,-0.1818181818181818,-12.500000000000004,0.0454545454545454,49.99999999999994,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,27292.69,27917.68,624.9900000000016,2.2899538301281464,0.7575644126783132,observed_raster_aggregation,1,145,39933,20532,19401,8755,5249,4600,535,28441,11492,13915,10871,3044,26018,0.8200034598085573,0.3484586682693512,0.6515413317306489,0.1151929481882152,0.0133974407131946,0.485838779956427,0.1314451706608569,0.2722309869030626,0.0762276813662885,536,1,0.1285903889014098,0.17999654019144273
70,Mehdipatnam,60.0,21786.0,956.0,687.0,1.0,1.05,1.3333333333333333,1.4833333333333334,1.4,1.3833333333333333,3.1166666666666667,1.1333333333333333,0.1333333333333333,22.788702928870293,1,57.0,42276.0,932.0,792.0,1.0,1.1403508771929824,1.0350877192982455,1.4210526315789471,1.280701754385965,1.4912280701754386,1.105263157894737,7.719298245614035,8.228070175438596,1.1754385964912282,0.1403508771929824,45.36051502145923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0,-5.0,20490.0,94.0512255576976,-24.0,-2.510460251046025,105.0,15.283842794759824,22.57181209258893,99.0482528252778,-0.2780701754385963,-20.1014584654407,-0.0149122807017545,-1.420217209690909,0.0877192982456138,6.57894736842104,0.007017543859649,5.2631578947368185,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,18047.88,18508.8,460.9199999999983,2.553873363519694,0.8441452582674813,observed_raster_aggregation,1,145,63787,31868,31919,12437,9423,774,78,46339,17448,18369,13462,4907,45418,0.8523839305422706,0.2879740385972063,0.7120259614027937,0.0121341339144339,0.0012228196968034,0.5003997679778012,0.1477260256792136,0.2110461379277909,0.0769279006694153,536,1,0.0133569536112373,0.14761606945772943
71,Gudimalkapur,25.0,8141.0,331.0,224.0,1.0,1.16,1.52,1.44,1.56,1.2,1.4,1.64,0.24,24.595166163142,1,27.0,12350.0,360.0,333.0,1.0,1.8888888888888888,1.0740740740740742,1.4814814814814814,1.4074074074074074,1.6296296296296295,1.148148148148148,4.222222222222222,8.444444444444445,1.4444444444444444,0.2222222222222222,34.30555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8.0,4209.0,51.70126520083528,29.0,8.761329305135952,109.0,48.660714285714285,9.710389392413555,39.4808855041013,-0.051851851851852,-4.320987654321003,-0.0859259259259257,-7.407407407407391,-0.0385185185185186,-2.534113060428856,-0.0177777777777777,-7.40740740740741,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,23147.19,23727.83,580.640000000003,2.508468630533568,0.8292604722042851,observed_raster_aggregation,1,145,49565,26517,23048,9350,6194,691,50,35861,13704,19300,14215,5085,30265,0.8268428212399991,0.3893876727529506,0.6106123272470493,0.0139412892161807,0.0010087763542822,0.4650055482699485,0.1249672147684858,0.2867951175224453,0.1025925552305054,536,1,0.0149500655704629,0.17315717876000092
72,Asif Nagar,50.0,14213.0,763.0,575.0,1.02,1.02,1.38,1.62,1.54,1.32,1.76,1.16,0.2,18.62778505897772,1,48.0,35006.0,667.0,593.0,1.0,1.3333333333333333,1.0416666666666667,1.5416666666666667,1.375,1.625,1.1875,3.375,8.375,1.1041666666666667,0.2083333333333333,52.48275862068966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0,-4.0,20793.0,146.29564483219588,-96.0,-12.58191349934469,18.0,3.130434782608696,33.85497356171194,181.74449326381625,-0.1325,-10.03787878787879,0.0216666666666667,2.124183006535953,0.1616666666666668,11.714975845410642,0.0083333333333332,4.166666666666638,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,17918.65,18387.42,468.7699999999968,2.616101101366436,0.8645379033284772,observed_raster_aggregation,1,145,40889,20907,19982,8257,5316,541,706,29435,11454,12484,9955,2529,28405,0.8274534056728418,0.305314387732642,0.6946856122673579,0.0132309423072219,0.0172662574286482,0.4886888894323656,0.1300105162757709,0.2434640123260534,0.0618503754065885,536,1,0.0304971997358701,0.17254659432715824
73,Vijay Nagar Colony,24.0,11140.0,457.0,335.0,1.0,1.0,1.4583333333333333,1.375,1.3333333333333333,1.375,0.8333333333333334,1.0416666666666667,0.25,24.37636761487965,1,27.0,21367.0,475.0,421.0,1.0,2.185185185185185,1.0,1.5555555555555556,1.2962962962962965,1.4444444444444444,1.0740740740740742,8.777777777777779,7.62962962962963,1.037037037037037,0.2222222222222222,44.98315789473684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,12.5,10227.0,91.80430879712746,18.0,3.938730853391685,86.0,25.67164179104477,20.60679027985719,84.5359349900784,-0.3009259259259258,-21.88552188552188,0.0,0.0,0.0972222222222223,6.666666666666673,-0.0277777777777777,-11.111111111111116,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,28014.53,28707.22,692.6900000000023,2.472609749297962,0.817501944006227,observed_raster_aggregation,1,145,31635,15838,15797,7067,3557,1490,166,25806,5829,10905,9440,1465,20730,0.919082555737588,0.3447131341868183,0.6552868658131816,0.0470997313102576,0.0052473526157736,0.4993519835625098,0.1124387545440177,0.2984036668247194,0.0463094673620989,536,1,0.052347083926031206,0.08091744426241199
74,Ahmed Nagar,30.0,6791.0,315.0,286.0,1.1,1.1333333333333333,1.5333333333333334,1.5666666666666669,1.3,1.4,0.5,1.2,0.3,21.55873015873016,1,30.0,16275.0,327.0,333.0,1.0666666666666669,1.5333333333333334,1.1,1.6,1.3666666666666667,1.4666666666666666,1.3,3.1,8.233333333333333,1.1333333333333333,0.3,49.77064220183486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,9484.0,139.65542629951406,12.0,3.8095238095238098,47.0,16.433566433566433,28.2119120431047,130.8607317564126,-0.0999999999999998,-7.142857142857134,-0.0333333333333332,-2.941176470588225,0.0666666666666666,4.347826086956521,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,20308.04,20783.39,475.34999999999854,2.3406985607670583,0.7742231689022105,observed_raster_aggregation,1,145,25847,12921,12926,5756,2859,2847,172,19702,6145,9033,7197,1836,16814,0.857055855228815,0.3494796301311564,0.6505203698688435,0.1101481796726892,0.0066545440476651,0.5000967230239486,0.1106124501876426,0.2784462413432894,0.071033388787867,536,1,0.1168027237203543,0.142944144771185
75,Red Hills,10.0,3031.0,122.0,98.0,1.0,1.1,1.7,1.5,1.5,1.3,1.4,1.0,0.3,24.84426229508197,1,11.0,5750.0,138.0,117.0,1.0,1.7272727272727273,1.0909090909090908,1.6363636363636365,1.3636363636363635,1.7272727272727273,1.2727272727272727,3.1818181818181817,7.727272727272727,1.0,0.3636363636363636,41.66666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10.0,2719.0,89.70636753546685,16.0,13.114754098360656,19.0,19.387755102040817,16.82240437158469,67.71142637193441,-0.0272727272727273,-2.097902097902103,-0.0090909090909092,-0.8264462809917508,-0.0636363636363634,-3.743315508021382,0.0636363636363636,21.2121212121212,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,29986.47,30704.05,717.5799999999981,2.3930125820078123,0.791391336573577,observed_raster_aggregation,1,145,34868,17851,17017,7288,4522,3185,39,24734,10134,11255,9422,1833,23613,0.8150662360772425,0.3227888034874383,0.6772111965125617,0.0913444992543306,0.001118504072502,0.4880406103017093,0.1296891132270276,0.270219112079844,0.0525696914075943,536,1,0.09246300332683259,0.1849337639227575
76,Mallepally,28.0,5750.0,304.0,214.0,1.0,1.1071428571428572,1.4285714285714286,1.4285714285714286,1.5,1.5,0.9285714285714286,1.5714285714285714,0.25,18.914473684210527,1,29.0,11263.0,298.0,280.0,1.0344827586206895,1.827586206896552,1.103448275862069,1.4482758620689655,1.2758620689655171,1.7241379310344829,1.4137931034482758,4.379310344827586,7.724137931034483,1.4137931034482758,0.2413793103448276,37.79530201342282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.571428571428571,5513.0,95.8782608695652,-6.0,-1.973684210526316,66.0,30.8411214953271,18.88082832921229,99.82211847096583,-0.0862068965517242,-5.747126436781613,-0.0036945812807882,-0.3337041156841005,0.0197044334975369,1.3793103448275843,-0.0086206896551724,-3.4482758620689613,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,13987.8,14348.77,360.9700000000012,2.580605956619348,0.8529068038109822,observed_raster_aggregation,1,145,27280,13864,13416,5604,3193,1194,42,21531,5749,8642,7913,729,18638,0.8938846680782164,0.3167888563049853,0.6832111436950147,0.0437683284457478,0.0015395894428152,0.4917888563049853,0.1170454545454545,0.290065982404692,0.0267228739002932,536,1,0.045307917888563004,0.10611533192178357
77,Jambagh,9.0,1174.0,58.0,79.0,1.0,1.1111111111111112,1.3333333333333333,1.5555555555555556,1.7777777777777777,1.3333333333333333,1.3333333333333333,1.4444444444444444,0.1111111111111111,20.24137931034483,1,8.0,1991.0,59.0,76.0,1.0,3.0,1.375,1.5,1.0,1.875,1.25,2.75,8.125,1.5,0.125,33.74576271186441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-11.11111111111111,817.0,69.59114139693357,1.0,1.7241379310344829,-3.0,-3.79746835443038,13.50438340151958,66.7167152715618,-0.0833333333333332,-6.249999999999995,0.2638888888888888,23.75,0.1666666666666667,12.500000000000004,0.0138888888888888,12.500000000000004,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,33228.53,34049.58,821.0500000000029,2.47091881584892,0.8169474002948096,observed_raster_aggregation,1,145,40798,20788,20010,8247,4922,3055,196,28625,12173,15783,11745,4038,25015,0.7978871669082395,0.3868571988822981,0.6131428011177018,0.074881121623609,0.0048041570665228,0.4904652188832786,0.1206431687827834,0.2878817589097505,0.0989754399725476,536,1,0.07968527869013181,0.20211283309176054
78,Gunfoundry,69.0,28814.0,1368.0,958.0,1.0,1.0869565217391304,1.1884057971014492,1.463768115942029,1.5507246376811594,1.318840579710145,4.246376811594203,1.3768115942028984,0.2753623188405797,21.06286549707602,1,69.0,46421.0,1378.0,1041.0,1.0,2.057971014492753,1.0434782608695652,1.2463768115942029,1.1304347826086956,1.608695652173913,1.2318840579710144,10.115942028985508,6.753623188405797,1.2753623188405796,0.2753623188405797,33.68722786647315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,17607.0,61.10571250086764,10.0,0.7309941520467835,83.0,8.663883089770355,12.62436236939713,59.93658541450432,-0.0869565217391306,-6.593406593406606,-0.0434782608695651,-3.999999999999997,0.0579710144927536,4.878048780487807,0.0,0.0,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,52749.52,53988.62,1239.1000000000058,2.3490261143608624,0.7769564574664933,observed_raster_aggregation,1,145,22309,11134,11175,4949,1926,2848,99,17914,4395,8397,7472,925,13912,0.8788696462738557,0.3763951768344614,0.6236048231655386,0.1276614819131292,0.0044376708951544,0.5009189116500067,0.0863328701420951,0.3349320901878165,0.0414630866466448,536,1,0.1320991528082836,0.12113035372614434
79,Himayath Nagar,58.0,36517.0,1309.0,931.0,1.0,1.2413793103448276,1.2586206896551724,1.603448275862069,1.3275862068965518,1.1206896551724137,13.689655172413794,1.0,0.1206896551724138,27.896867838044308,1,61.0,53067.0,1330.0,1108.0,1.0327868852459017,1.786885245901639,1.2622950819672132,1.2950819672131149,1.180327868852459,1.475409836065574,1.1147540983606556,16.80327868852459,8.163934426229508,1.213114754098361,0.1147540983606557,39.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.172413793103448,16550.0,45.32135717610976,21.0,1.6042780748663104,177.0,19.01181525241676,12.00313216195569,43.02680943122381,-0.005935556811758,-0.5296343001261037,0.0209157716223855,1.6848816029143925,0.0364612775579424,2.8969234224118687,-0.0059355568117581,-4.918032786885282,1.0,2015_2018_ingested; other_years_not_ingested; 5_wards_missing_geometry,150_WARD_ID_FRAMEWORK_LOCKED; POLYGON_FILE_REQUIRES_150_FEATURE_VALIDATION,35836.87,36721.82,884.9499999999971,2.46938418450048,0.8164441107693765,observed_raster_aggregation,1,145,31267,15861,15406,6830,2940,903,84,25753,5514,10725,9436,1289,20542,0.9091326296466268,0.3430134007100137,0.6569865992899863,0.0288802891227172,0.0026865385230434,0.4927239581667573,0.0940288483065212,0.3017878274218825,0.0412255732881312,536,1,0.0315668276457606,0.09086737035337322
